record_id,operation,data_store,is_first_query,exec_time,num_records
1662374761511,query_type_5__7x,ts,FALSE,1086,
1662374762877,query_type_5__7x,ts,FALSE,1142,
1662374764256,query_type_5__7x,ts,FALSE,1099,
1662374765597,query_type_5__7x,ts,FALSE,1097,
1662374766970,query_type_5__7x,ts,FALSE,1163,
1662374768352,query_type_5__7x,ts,FALSE,1197,
1662374769794,query_type_5__7x,ts,FALSE,1152,
1662374771155,query_type_5__7x,ts,FALSE,1132,
1662215914278,query_type_3__4x,cloudwatch_logs,TRUE,3408,
1662215917935,query_type_3__4x,cloudwatch_logs,FALSE,3186,
1662215921363,query_type_3__4x,cloudwatch_logs,FALSE,3254,
1662215924848,query_type_3__4x,cloudwatch_logs,FALSE,2206,
1662215927254,query_type_3__4x,cloudwatch_logs,FALSE,3210,
1662215930709,query_type_3__4x,cloudwatch_logs,FALSE,3177,
1662215934110,query_type_3__4x,cloudwatch_logs,FALSE,3217,
1662215937549,query_type_3__4x,cloudwatch_logs,FALSE,3272,
1662215941011,query_type_3__4x,cloudwatch_logs,FALSE,3186,
1662215944414,query_type_3__4x,cloudwatch_logs,FALSE,3212,
1662215947814,query_type_3__4x,elasticsearch,TRUE,281,
1662215948335,query_type_3__4x,elasticsearch,FALSE,192,
1662215948794,query_type_3__4x,elasticsearch,FALSE,181,
1662215949269,query_type_3__4x,elasticsearch,FALSE,200,
1662215949693,query_type_3__4x,elasticsearch,FALSE,218,
1662215950150,query_type_3__4x,elasticsearch,FALSE,200,
1662215950608,query_type_3__4x,elasticsearch,FALSE,199,
1662215951034,query_type_3__4x,elasticsearch,FALSE,180,
1662215951491,query_type_3__4x,elasticsearch,FALSE,199,
1662215951951,query_type_3__4x,elasticsearch,FALSE,220,
1662215952489,query_type_3__4x,ts,TRUE,1130,
1662215953828,query_type_3__4x,ts,FALSE,638,
1662215954688,query_type_3__4x,ts,FALSE,532,
1662215955469,query_type_3__4x,ts,FALSE,548,
1662215956220,query_type_3__4x,ts,FALSE,547,
1662215956974,query_type_3__4x,ts,FALSE,537,
1662215957690,query_type_3__4x,ts,FALSE,481,
1662215958412,query_type_3__4x,ts,FALSE,538,
1662215959188,query_type_3__4x,ts,FALSE,569,
1662215959968,query_type_3__4x,ts,FALSE,492,
1662232033860,query_type_3__4x,rds,TRUE,439,
1662232034520,query_type_3__4x,rds,FALSE,456,
1662232035196,query_type_3__4x,rds,FALSE,437,
1662232035854,query_type_3__4x,rds,FALSE,510,
1662232036562,query_type_3__4x,rds,FALSE,495,
1662232037240,query_type_3__4x,rds,FALSE,553,
1662232037980,query_type_3__4x,rds,FALSE,417,
1662232038653,query_type_3__4x,rds,FALSE,399,
1662232039333,query_type_3__4x,rds,FALSE,412,
1662232039935,query_type_3__4x,rds,FALSE,424,
1662184994306,query_type_4__1x,cloudwatch_logs,TRUE,3375,
1662184997924,query_type_4__1x,cloudwatch_logs,FALSE,3165,
1662185001293,query_type_4__1x,cloudwatch_logs,FALSE,3237,
1662185004823,query_type_4__1x,cloudwatch_logs,FALSE,2207,
1662185007234,query_type_4__1x,cloudwatch_logs,FALSE,3258,
1662185010731,query_type_4__1x,cloudwatch_logs,FALSE,3181,
1662185014144,query_type_4__1x,cloudwatch_logs,FALSE,3223,
1662185017584,query_type_4__1x,cloudwatch_logs,FALSE,3219,
1662185021013,query_type_4__1x,cloudwatch_logs,FALSE,3161,
1662185024444,query_type_4__1x,cloudwatch_logs,FALSE,3225,
1662185027870,query_type_4__1x,elasticsearch,TRUE,185,
1662185028324,query_type_4__1x,elasticsearch,FALSE,169,
1662185028750,query_type_4__1x,elasticsearch,FALSE,141,
1662185029169,query_type_4__1x,elasticsearch,FALSE,158,
1662185029594,query_type_4__1x,elasticsearch,FALSE,168,
1662185030044,query_type_4__1x,elasticsearch,FALSE,180,
1662185030475,query_type_4__1x,elasticsearch,FALSE,180,
1662185030904,query_type_4__1x,elasticsearch,FALSE,176,
1662185031324,query_type_4__1x,elasticsearch,FALSE,180,
1662185031749,query_type_4__1x,elasticsearch,FALSE,179,
1662185034906,query_type_4__1x,ts,TRUE,623,
1662185035789,query_type_4__1x,ts,FALSE,253,
1662185036244,query_type_4__1x,ts,FALSE,243,
1662185036704,query_type_4__1x,ts,FALSE,223,
1662185037146,query_type_4__1x,ts,FALSE,168,
1662185037551,query_type_4__1x,ts,FALSE,157,
1662185037927,query_type_4__1x,ts,FALSE,213,
1662185038371,query_type_4__1x,ts,FALSE,156,
1662185038753,query_type_4__1x,ts,FALSE,147,
1662185039150,query_type_4__1x,ts,FALSE,157,
1662228654982,query_type_4__1x,rds,TRUE,42,
